ProjectAccession,Instrument,Quantification Method,Software,PTM
PXD000012,,,,MOD:00425|MOD:01214
PXD000013,MS:1000449,,,MOD:01090|MOD:01486|MOD:01487|MOD:01047|MOD:01488
PXD000014,MS:1000449,,,MOD:00696|MOD:00397
PXD000015,MS:1001545,,,MOD:00394|MOD:00425|MOD:01214
PXD000016,MS:1000449,,,MOD:00425|MOD:01214
PXD000018,MS:1000855,,,MOD:00425|MOD:00397
PXD000021,MS:1000449,,,MOD:01090|MOD:00394|MOD:00040|MOD:00696|MOD:01047|MOD:00420
PRD000753,MS:1001536,,,MOD:00397|MOD:00425
PRD000755,MS:1000169,,,
PRD000760,,,,
PRD000817,MS:1000449,,,
PRD000818,MS:1000449,,,MOD:01153|MOD:00913|MOD:01518
PRD000820,MS:1000652,,,
PRD000821,MS:1000657,,,
PRD000822,MS:1000697,,,MOD:00719|MOD:00040|MOD:00400|MOD:00408
PRD000846,MS:1001536,,,MOD:00394|MOD:00397|MOD:00425
PRD000847,MS:1000449,,,MOD:00425|MOD:00696|MOD:00397
PXD000001,MS:1001742,,,MOD:00425|MOD:01720|MOD:01153
PXD000004,MS:1001911,,,MOD:00425|MOD:00544|MOD:00397
PXD000006,MS:1000449,,,MOD:00425|MOD:00397
PXD000009,MS:1000449,,,MOD:00425|MOD:00696|MOD:00394|MOD:00040|MOD:00400
PRD000780,MS:1000658,,,MOD:00425|MOD:01214
PRD000782,MS:1000652,,,
PRD000793,MS:1000490,,,
PRD000796,MS:1000126,,,MOD:00425|MOD:01212
PRD000797,MS:1000169,,,
PRD000799,MS:1000168,,,
PRD000803,MS:1000169,,,
PRD000804,MS:1000189,,,
PRD000806,MS:1000447,,,
PRD000807,MS:1000447,,,
PRD000808,MS:1000449,,,MOD:00040|MOD:00160|MOD:00400|MOD:00408|MOD:00256|MOD:01216|MOD:00425
PRD000809,MS:1000169,,,
PRD000810,MS:1000169,,,MOD:00256|MOD:00412|MOD:00397
PRD000812,MS:1000189,,,
PRD000813,MS:1000449,,,
PRD000814,MS:1000449,,,MOD:00582|MOD:00400|MOD:00587|MOD:00048|MOD:01603|MOD:01604|MOD:00425|MOD:01214
PRD000815,MS:1000656,,,
PXD000044,MS:1000449,,,MOD:00425
PXD000046,MS:1001742,,,MOD:00425|MOD:00397
PXD000047,MS:1000449,,,MOD:00425|MOD:00400
PXD000048,MS:1000449,,,MOD:00425|MOD:00696
PXD000050,MS:1001742,,,
PXD000052,MS:1001742,,,MOD:00425|MOD:00394|MOD:00397|MOD:00400
PXD000053,MS:1000449,,,MOD:00425|MOD:00696|MOD:00398|MOD:00397
PXD000054,MS:1000449,,,MOD:01090|MOD:00394|MOD:00040|MOD:01047|MOD:00420
PXD000055,MS:1000449,,,MOD:00425|MOD:00696|MOD:00394|MOD:00397
PXD000056,MS:1000449,,,MOD:00719|MOD:01060
PXD000030,,,,MOD:00425|MOD:01160|MOD:00397
PXD000031,MS:1001742,,,PRIDE:0000398
PXD000033,MS:1001742,,,MOD:00425|MOD:00696|MOD:00394|MOD:00397
PXD000058,MS:1000449,,,MOD:00425|MOD:00587|MOD:00394|MOD:00544|MOD:00397
PXD000059,MS:1000449,,,MOD:00425|MOD:00397
PXD000023,MS:1000449,,,MOD:01153|MOD:00564|MOD:00425|MOD:01214
PXD000026,MS:1000188,,,MOD:00397
PXD000036,MS:1001910,,,MOD:00425|MOD:00397
PXD000038,MS:1000169,,,MOD:00425|MOD:00397
PXD000042,MS:1001545,,,MOD:00425|MOD:00397
PXD000043,MS:1000697,,,MOD:00425|MOD:00397
PXD000069,MS:1000447,,,MOD:00425|MOD:00397
PXD000070,MS:1001742,,,MOD:00425|MOD:00696|MOD:00394|MOD:00397|MOD:00400
PXD000071,MS:1000932,,,MOD:00425|MOD:00696|MOD:00040|MOD:00420|MOD:00397|MOD:00400|MOD:00408
PXD000072,MS:1001742,,,MOD:00425|MOD:00493|MOD:00428|MOD:00397
PXD000073,MS:1001742|MS:1000555,,,MOD:00425|MOD:00493|MOD:00428|MOD:00397
PXD000105,MS:1000447,,,PRIDE:0000398
PXD000107,MS:1001742,,,
PXD000109,MS:1001910,,,MOD:00425|MOD:00696|MOD:01549|MOD:01153|MOD:00400
PXD000111,MS:1000448,,,MOD:00425|MOD:00397
PXD000076,MS:1000657,,,MOD:00425|MOD:00397
PXD000078,MS:1000449,,,MOD:00425
PXD000079,MS:1000449,,,MOD:00425
PXD000083,MS:1000449,,,MOD:00425|MOD:00397
PXD000084,MS:1000449,,,PRIDE:0000398
PXD000089,MS:1001742,,,MOD:00425|MOD:00696|MOD:00587|MOD:01334|MOD:00397|MOD:01499
PXD000090,MS:1000449,,,MOD:01623|MOD:01214
PXD000094,MS:1000449,,,MOD:00425|MOD:00397
PXD000095,MS:1000449,,,MOD:00425|MOD:00696|MOD:00397
PXD000061,MS:1000449|MS:1001742,,,MOD:00806|MOD:00805
PXD000065,MS:1000449,,,MOD:00425|MOD:00696|MOD:01549|MOD:00397|MOD:01542
PXD000066,MS:1001742,,,MOD:00425|MOD:00397|MOD:01499
PXD000067,MS:1000449,,,MOD:00425|MOD:00397
PXD000125,MS:1001910|MS:1000449,,,MOD:00425|MOD:00394|MOD:00397|MOD:00400
PXD000127,MS:1000449,,,MOD:00425|MOD:00397
PXD000128,MS:1000932,,,MOD:00397
PXD000129,MS:1000447|MS:1000557,,,MOD:00425|MOD:00696|MOD:00397
PXD000142,MS:1001533,,,MOD:00425|MOD:00397
PXD000147,MS:1000556,,,MOD:00040|MOD:00719|MOD:01060|MOD:00400
PXD000149,MS:1000449,,,PRIDE:0000398
PXD000123,MS:1000447,,,MOD:00425|MOD:00394|MOD:00428|MOD:00397|MOD:00400
PXD000134,MS:1000168|MS:1001742,,,MOD:00425|MOD:00394|MOD:00397
PXD000138,MS:1001742,,,MOD:00425|MOD:00696
PXD000112,MS:1001545,,,MOD:00397
PXD000114,MS:1001742,,,MOD:00397
PXD000119,,,,MOD:00425|MOD:00696|MOD:00394|MOD:00417
PXD000124,MS:1000449,,,MOD:01090|MOD:00394|MOD:00040|MOD:00449|MOD:01047|MOD:00420
PXD000115,MS:1000449,,,MOD:00425|MOD:00394|MOD:00397
PXD000178,MS:1000201,,,MOD:00398|MOD:00719|MOD:00397
PXD000181,MS:1000449,,,MOD:00425|MOD:00397
PXD000185,MS:1000449,,,MOD:00040|MOD:00696|MOD:00409|MOD:00425|MOD:01214
PXD000186,MS:1000449,,,PRIDE:0000398
PXD000187,,,,MOD:00425|MOD:00397
PXD000188,MS:1000447,,,MOD:00425|MOD:00470|MOD:00397
PXD000189,MS:1001742,,,
PXD000191,MS:1001782,,,MOD:00481|MOD:00480
PXD000195,MS:1000449,,,MOD:00425|MOD:00696|MOD:00394|MOD:00397|MOD:00599
PXD000196,MS:1000449,,,MOD:00425|MOD:01214
PXD000197,MS:1000449,,,MOD:00412|MOD:01331|MOD:00048|MOD:01334|MOD:00046|MOD:01214|MOD:00047
PXD000198,MS:1001910|MS:1001555,,,MOD:00425|MOD:00394|MOD:00397
PXD000201,MS:1000449,,,MOD:00425|MOD:00397
PXD000202,MS:1001742,,,MOD:00425|MOD:00397|MOD:00492
PXD000150,MS:1001782,,,MOD:00425|MOD:00397
PXD000152,MS:1000126,,,MOD:00719|MOD:00040|MOD:01331|MOD:00449|MOD:00400|MOD:00587|MOD:00408|MOD:00397
PXD000153,MS:1000448|MS:1000449,,,MOD:00425|MOD:00419|MOD:00397|MOD:00400
PXD000155,MS:1000855,,,MOD:00425|MOD:00397
PXD000157,MS:1000449,,,MOD:00425|MOD:00397
PXD000158,MS:1001910|MS:1000449,,,MOD:00425|MOD:00696|MOD:00397
PXD000160,MS:1000449,,,MOD:00425|MOD:00397
PXD000161,MS:1001911,,,MOD:00425|MOD:01720|MOD:00397
PXD000162,MS:1000658,,,MOD:00425|MOD:00397
PXD000170,MS:1000168,,,MOD:00397
PXD000173,MS:1001742,,,MOD:00425|MOD:00397
PXD000174,MS:1001742,,,MOD:00696|MOD:01254|MOD:00397
PXD000177,MS:1000556,,,MOD:00425|MOD:00696|MOD:00397
PXD000206,MS:1000655,,,MOD:00110|MOD:01499
PXD000210,MS:1000449,,,MOD:00425|MOD:00577|MOD:00040|MOD:01160|MOD:00394|MOD:00408|MOD:00397|MOD:00397|MOD:00425|MOD:00577
PXD000211,,,,MOD:00425|MOD:00040|MOD:01160|MOD:00397|MOD:00425|MOD:01214
PXD000213,MS:1001742,,,
PXD000216,MS:1000449,,,MOD:00040|MOD:00408|MOD:00544|MOD:00425
PXD000217,MS:1000449,,,MOD:00425|MOD:00696|MOD:01160|MOD:00397
PXD000218,MS:1000449,,,MOD:00425|MOD:00696|MOD:01160|MOD:00397
PXD000221,MS:1001742,,,MOD:00425|MOD:00397
PXD000222,MS:1000447|MS:1000449,,,MOD:00425|MOD:00696|MOD:00493|MOD:00428|MOD:00397
PXD000223,MS:1000449,,,MOD:00425|MOD:00394|MOD:00397|MOD:00492
PXD000228,MS:1001742,,,MOD:00425|MOD:00493|MOD:00428|MOD:00397|MOD:00638
PXD000231,MS:1000449,,,MOD:00425|MOD:00394|MOD:00397
PXD000235,MS:1000447,,,MOD:00397
PXD000238,MS:1000449,,,MOD:00425|MOD:00696|MOD:00397
PXD000239,MS:1001742,,,MOD:00425|MOD:00696|MOD:00397|MOD:00408
PXD000240,MS:1001742,,,MOD:00425|MOD:00397
PXD000241,MS:1000932,,,MOD:00425|MOD:00696|MOD:00397
PXD000242,MS:1001742,,,MOD:00425|MOD:00696|MOD:00397|MOD:01499
PXD000246,MS:1001742,,,MOD:00425|MOD:00397
PXD000250,MS:1001742,,,MOD:00425|MOD:00397|MOD:00400
PXD000264,MS:1000449|MS:1001742,,,MOD:00425|MOD:01549|MOD:00397
PXD000265,MS:1000556,,,MOD:00425|MOD:01160|MOD:00394|MOD:00417
PXD000270,MS:1000449,,,MOD:00425|MOD:00419|MOD:00397|MOD:00400
PXD000271,MS:1000449,,,MOD:00425|MOD:00394|MOD:00397
PXD000280,MS:1000447,,,MOD:00425|MOD:00397
PXD000283,MS:1000449,,,MOD:00425|MOD:00394|MOD:00397
PXD000284,MS:1000449,,,MOD:00397|MOD:01499
PXD000287,MS:1001742,,,MOD:00425|MOD:00394|MOD:00397
PXD000247,MS:1000449,,,MOD:00425|MOD:00397
PXD000248,MS:1001742,,,PRIDE:0000398
PXD000272,MS:1000449,,,MOD:00425|MOD:01720|MOD:00394|MOD:00040|MOD:00397|MOD:00400
PXD000273,MS:1001742|MS:1001911,,,MOD:00425|MOD:00696|MOD:00397|MOD:01499
PXD000276,MS:1000449,,,MOD:00425|MOD:00394|MOD:00397
PXD000252,MS:1000449,,,MOD:00719|MOD:00040|MOD:00449|MOD:00587|MOD:00408|MOD:00544|MOD:00397
PXD000255,MS:1001742,,,MOD:00425|MOD:00397
PXD000258,MS:1000449,,,MOD:00425|MOD:00397|MOD:00400
PXD000263,MS:1000449,,,MOD:01090|MOD:00425
PXD000292,MS:1001911,,,MOD:00429|MOD:00394|MOD:00545|MOD:01686|MOD:00397
PXD004514,MS:1001742,,,MOD:00425|MOD:00394|MOD:00397
PXD000312,MS:1000447,,,MOD:00425|MOD:00696|MOD:01160|MOD:00394|MOD:00397
PXD000313,MS:1001911,,,MOD:01549|MOD:00420|UNIMOD:35|MOD:00397|MOD:00400
PXD000314,,,,MOD:00425|MOD:00696
PXD000316,MS:1000449,,,MOD:00719|MOD:00040|MOD:00449|MOD:00408|MOD:00397
PXD000333,MS:1000449,,,MOD:00425|MOD:01720|MOD:00696|MOD:00397|MOD:00704
PXD000335,,,,MOD:00425|MOD:00397
PXD000337,MS:1000449,,,MOD:00425|MOD:00394
PXD000318,MS:1000932,,,MOD:00425|MOD:00417|MOD:00397
PXD000320,MS:1000447|MS:1000638|MS:1000855,,,UNIMOD:35
PXD000321,MS:1000449,,,UNIMOD:35
PXD000323,MS:1001742,,,UNIMOD:35
PXD000324,MS:1001742,,,UNIMOD:35
PXD000326,MS:1000932,,,MOD:00425|MOD:01549|MOD:00397|MOD:00400
PXD000327,MS:1001742,,,MOD:00425|MOD:00546|MOD:00397
PXD000299,MS:1000449,,,MOD:00425|MOD:00394|MOD:00397
PXD000310,MS:1001742,,,MOD:00425
PXD000304,MS:1001742,,,MOD:00040|MOD:01233|MOD:01331|MOD:00721|MOD:00587|MOD:00408|MOD:01334|MOD:01061
PXD000307,,,,MOD:00425
PXD000311,,,,MOD:00425|MOD:00397
PXD000367,MS:1001742,,,MOD:00425|MOD:00397
PXD000368,MS:1001742,,,UNIMOD:730
PXD000375,MS:1000449,,,MOD:00425|MOD:00696
PXD000377,MS:1000449,,,MOD:00397
PXD000378,,,,MOD:00425|MOD:00696|MOD:00394|MOD:00397
PXD000380,MS:1001911,,,MOD:00425|MOD:00696|MOD:00394|MOD:00398|MOD:00397|MOD:00400|MOD:00599
PXD000382,MS:1000449,,,MOD:00425|MOD:00397
PXD000383,,,,MOD:00425|MOD:00397|MOD:00400
PXD000384,MS:1000447,,,MOD:00425|MOD:00696|MOD:00397
PXD000385,MS:1000449,,,MOD:00425|MOD:00397
PXD000387,MS:1000449,,,MOD:00425|MOD:00397|MOD:00400
PXD000388,MS:1000449,,,UNIMOD:35
PXD000389,MS:1000449,,,UNIMOD:35
PXD000390,MS:1000449,,,UNIMOD:35
PXD000341,MS:1000449,,,MOD:00425|MOD:00696|MOD:00394|MOD:00397
PXD000342,MS:1000449,,,MOD:00425|MOD:00394|MOD:00397
PXD000234,MS:1001742,,,MOD:00425|MOD:00564|MOD:01153
PXD000345,MS:1001742,,,MOD:00425|MOD:00397
PXD000346,MS:1000932,,,MOD:01549
PXD000348,MS:1000449,,,MOD:00425|MOD:00397
PXD000350,MS:1000449,,,MOD:00256|MOD:00397
PXD000354,,,,
PXD000356,MS:1000449,,,PRIDE:0000398
PXD000357,MS:1001742,,,MOD:00696
PXD000362,MS:1000449,,,PRIDE:0000398
PXD000363,MS:1000448,,,MOD:00425|MOD:00696|MOD:00397|MOD:00695
PXD000364,MS:1000449,,,MOD:00425|UNIMOD:827
PXD000268,MS:1000449,,,MOD:00425|MOD:00696|MOD:00429|MOD:00397
PXD000278,MS:1000449,,,MOD:00425|MOD:00394|MOD:00397
PXD000279,MS:1000449|MS:1001911,,,MOD:00425|MOD:00394|MOD:00397
PXD000281,MS:1000658|MS:1000449|MS:1000490,,,MOD:00425|MOD:00696|MOD:01549|MOD:01153|MOD:00397|MOD:01499
PXD000545,MS:1000449,,,MOD:00425
PXD000552,MS:1001742,,,MOD:01153|MOD:01499
PXD000049,MS:1001742,,,MOD:00425|MOD:00696|MOD:00394|MOD:00420|MOD:00397
PXD000113,MS:1000447,,,MOD:00425|MOD:00399
PXD000120,MS:1000447,,,MOD:00425|MOD:00397|MOD:00400
PXD000479,MS:1000677|MS:1001742,,,MOD:00397
PXD000556,MS:1000449,,,MOD:01060|MOD:00935|MOD:00408
PXD000557,,,,MOD:00425
PXD000575,MS:1000854,,,MOD:00425|MOD:00397
PXD000576,MS:1000449,,,MOD:01152|MOD:00397
PXD000577,MS:1000190,,,MOD:00696|MOD:00394|MOD:00397
PXD000578,MS:1000449,,,MOD:00425|UNIMOD:731|UNIMOD:737|MOD:00397|UNIMOD:730
PXD000289,MS:1000697,,,MOD:00425|MOD:00696|MOD:00397
PXD000294,MS:1001560,,,PRIDE:0000398
PXD000308,MS:1000447,,,MOD:00425|MOD:00397
PXD000309,MS:1000449,,,MOD:00425|MOD:00394|MOD:00397
PXD001050,MS:1000449,PRIDE:0000436,,PRIDE:0000398
PXD000594,MS:1000447,,,MOD:00425|MOD:00397
PXD000553,MS:1000447,,,MOD:00425|MOD:00397
PXD000572,MS:1001742,,,MOD:00425|MOD:00429|MOD:00397|MOD:00552
PXD000579,,,,MOD:00425|MOD:00397
PXD000480,MS:1000449,,,PRIDE:0000398
PXD000501,MS:1001911,,,MOD:00425|MOD:00397|MOD:00408
PXD000511,MS:1001742,,,MOD:00425|MOD:00587|MOD:00582|MOD:00397|MOD:01499
PXD005743,MS:1001911,,,PRIDE:0000398
PXD000583,MS:1000449,,,MOD:00397
PXD000584,MS:1001742,,,MOD:00425|MOD:00397
PXD000596,MS:1001742,,,MOD:00425|MOD:00696|MOD:00394|MOD:00397|MOD:00400
PXD000600,MS:1001742,,,MOD:00425|MOD:00394|MOD:00397
PXD000322,MS:1000649|MS:1001911,,,UNIMOD:35
PXD000328,MS:1000449|MS:1001742,,,MOD:00425|MOD:00394|MOD:00397
PXD000331,MS:1001742,,,MOD:00425|MOD:00397
PXD000580,MS:1000632,,,MOD:00425|MOD:00397
PXD000605,MS:1000449,,,MOD:00394|MOD:00040|MOD:01486|MOD:00110|MOD:01487|MOD:00420|MOD:01488|MOD:00425
PXD000638,MS:1000449,,,MOD:00425|MOD:00397
PXD000642,MS:1000190,,,MOD:00425|MOD:01153|MOD:01499
PXD000192,MS:1000449,,,MOD:00394|MOD:00397
PXD000529,,,,MOD:00425|MOD:00397
PXD000886,MS:1000449,PRIDE:0000436,,MOD:00425|MOD:00397
PXD000563,MS:1001910,,,MOD:00425|MOD:00696|MOD:00397
PXD000888,MS:1000449,PRIDE:0000440,,MOD:00425
PXD002705,MS:1001910,PRIDE:0000314,,MOD:00425|MOD:01720|MOD:00397
PXD000664,MS:1000449,PRIDE:0000436,,MOD:01214
PXD000627,MS:1001742,,,MOD:00425|MOD:00394|MOD:00397
PXD000635,MS:1000658,,,MOD:00425|MOD:00696|MOD:01549|MOD:00394|MOD:00400
PXD000653,MS:1000449,,,MOD:01090|MOD:00394|MOD:00040|MOD:00400|MOD:00420|MOD:00425
PXD000654,MS:1000449,,,MOD:01090|MOD:00394|MOD:00040|MOD:01047|MOD:00420
PXD000655,MS:1000449,,,MOD:01090|MOD:00394|MOD:00040|MOD:01047|MOD:00420
PXD000656,MS:1000449,,,MOD:01090|MOD:00394|MOD:00040|MOD:01047|MOD:00420
PXD000340,MS:1000449,,,MOD:00696|MOD:00397
PXD000423,MS:1001911,,,MOD:00256|MOD:00420|MOD:00723|MOD:00038|MOD:00684|MOD:00397|MOD:00685
PXD000427,MS:1001742,,,MOD:00425|MOD:01720|MOD:00397
PXD000435,MS:1000556,,,
PXD000438,MS:1001910,,,MOD:00587|MOD:00582
PXD000442,MS:1000932|MS:1000449|MS:1001742,,,MOD:00425|MOD:01160|MOD:00394|MOD:00397
PXD000443,MS:1000932|MS:1001911,,,MOD:00425|MOD:00394|MOD:00397
PXD000447,MS:1001742,,,MOD:00425|MOD:01160|MOD:00397
PXD000569,MS:1001742,,,MOD:00483|MOD:00394|MOD:00719|MOD:00397
PXD000652,MS:1000449,,,MOD:01090|MOD:00394|MOD:00040|MOD:00420|MOD:00425
PXD000658,MS:1000556,,,MOD:00425|MOD:00696|MOD:00397
PXD000660,MS:1001742,,,MOD:00425|MOD:00429|MOD:00394|MOD:00927|MOD:00397
PXD000661,MS:1000449|MS:1001742|MS:1001911,,,MOD:00425|MOD:00394|MOD:00397
PXD000662,,,,MOD:00425|MOD:00397
PXD000574,MS:1000190,,,MOD:01153|MOD:01499
PXD000592,MS:1001742,,,PRIDE:0000398
PXD000525,MS:1001742,,,MOD:00425|MOD:00397
PXD000601,MS:1000449,,,MOD:00425|MOD:00394
PRD000544,MS:1000449,,,MOD:00425|MOD:00394|MOD:00394|MOD:00400|MOD:00400|MOD:00425|MOD:01214
PRD000548,,,,
PXD000666,MS:1001911,,,MOD:00425|MOD:00394|MOD:00397
PXD000657,MS:1000449,,,MOD:01090|MOD:00394|MOD:00040|MOD:01047|MOD:00420
PXD000449,MS:1000932|MS:1000449|MS:1001742|MS:1001911,,,MOD:00425|MOD:01160|MOD:00394|MOD:00397
PXD000450,MS:1000932,,,MOD:00425|MOD:00696|MOD:01160
PXD000452,MS:1000447,,,MOD:00425|MOD:01160|MOD:00398
PXD000651,MS:1000449,,,MOD:01090|MOD:00394|MOD:00040|MOD:00420|MOD:00425
PXD000670,MS:1000190,,,MOD:00425|MOD:00696
PXD000672,MS:1000932,PRIDE:0000323,,MOD:00425|MOD:00397
PXD000673,MS:1000449,,,MOD:00397
PXD000618,MS:1001742,,,MOD:00425|MOD:00397
PXD000619,MS:1001742,,,MOD:00425|MOD:01486|MOD:01153|MOD:01500|MOD:01499|MOD:01507|MOD:01493
PXD000621,MS:1000190,,,MOD:00425|MOD:01153|MOD:01499
PXD000688,MS:1000677,,,MOD:00425|MOD:00696|MOD:01160|MOD:00394|MOD:00400|MOD:00704
PXD000757,MS:1000187,,,MOD:00425|MOD:00397
PXD000746,MS:1000932,PRIDE:0000313|PRIDE:0000323,,MOD:01088|MOD:00425|MOD:00397|MOD:01088|MOD:01499
PXD000758,MS:1000449,,,MOD:00397
PXD002161,MS:1000449,,,UNIMOD:4
PXD000531,MS:1001742,,,MOD:01549|MOD:00719|MOD:00397
PXD000532,MS:1000189,,,MOD:00425|MOD:00394|MOD:00397
PXD000533,,,,MOD:00425|MOD:00397
PXD000534,MS:1000449,,,MOD:00412|MOD:00417
PXD000686,MS:1000449,,,MOD:00425|MOD:00696|MOD:00397|MOD:00408
PXD000895,MS:1001742,PRIDE:0000323,,MOD:00397
PXD000624,MS:1000449,,,MOD:00425|MOD:00587|MOD:00394|MOD:00544|MOD:00546|MOD:00397|MOD:00582
PXD000625,MS:1000449,,,MOD:00425|MOD:00417
PXD000623,MS:1000449,,,MOD:00425|MOD:01214|MOD:00397
PXD000629,MS:1000449,,,MOD:00425|MOD:00397
PXD000675,MS:1000449,PRIDE:0000315,,MOD:00425|MOD:00394|MOD:00397
PXD000548,MS:1000449,,,MOD:00425|MOD:00397
PXD000535,,,,MOD:00425|MOD:00397
PXD000537,MS:1001742,,,MOD:01334|MOD:01060|MOD:01331
PXD000538,MS:1001742,,,MOD:00587|MOD:00942|MOD:01331|MOD:00582|MOD:00397
PXD000359,MS:1000449,,,MOD:00425|MOD:00394|MOD:00397
PXD000677,MS:1000190,PRIDE:0000313,,MOD:00425|MOD:01153|MOD:01499
PXD000680,MS:1001910|MS:1000449|MS:1001911,,,MOD:00425|MOD:00696|MOD:00394|MOD:00397
PXD000681,MS:1000932|MS:1000168|MS:1001910|MS:1000449|MS:1001742,PRIDE:0000436|PRIDE:0000439|PRIDE:0000210,,MOD:00425|MOD:00696|MOD:00397
PXD005723,MS:1000449|MS:1001742,,,UNIMOD:35
PXD000632,,,,MOD:00425|MOD:00397|MOD:00400
PXD005726,MS:1001911,PRIDE:0000323,,UNIMOD:366|UNIMOD:4|UNIMOD:35
PXD000643,MS:1001742,,,MOD:00425|MOD:00397
PXD000678,MS:1001742|MS:1001911,,,MOD:00696|MOD:00675|MOD:00040|MOD:00658|MOD:00057|MOD:00663|MOD:00670|MOD:00400
PXD000701,MS:1000932,PRIDE:0000206|PRIDE:0000208,,MOD:00425|MOD:00696|MOD:00493|MOD:00927|MOD:00927|MOD:00397
PXD002615,MS:1001909,PRIDE:0000313,,MOD:01549
PXD000602,MS:1000447|MS:1001742|MS:1000855,,,MOD:00397
PXD000604,MS:1000449,,,MOD:00425|MOD:01526|MOD:00397|MOD:01542
PXD000608,MS:1001911,,,MOD:00425|MOD:00394|MOD:00397
PXD000682,MS:1000677,PRIDE:0000436,,UNIMOD:4|UNIMOD:35
PXD000647,MS:1001742,,,MOD:00425
PXD000549,MS:1000658,PRIDE:0000313,,MOD:00110|MOD:01499
PXD000703,MS:1000449,PRIDE:0000322,,MOD:00425|MOD:00397
PXD000684,MS:1000449,,,PRIDE:0000398
PXD003615,MS:1001911,PRIDE:0000315,,PRIDE:0000398
PXD000603,MS:1000449,,,MOD:00425|MOD:00394|MOD:00397|MOD:00400
PXD000303,MS:1001782|MS:1001911,,,MOD:00425|MOD:00397
PXD000343,MS:1000932,,,MOD:00425|MOD:00696|MOD:00397
PXD000355,MS:1000447,,,MOD:00425|MOD:00397
PXD000419,MS:1001742,,,MOD:00587|MOD:00582|MOD:00397
PXD000478,MS:1001742,,,MOD:00425|MOD:01153|MOD:01499
PXD000637,MS:1000449,,,MOD:00425|MOD:00397
PXD000694,MS:1000449,PRIDE:0000436,,MOD:00425|MOD:00397
PXD000692,MS:1000449,,,MOD:00425|MOD:00397
PXD000693,MS:1000449,,,MOD:00425|MOD:00397
PXD000683,MS:1000655,,,PRIDE:0000398
PXD000404,MS:1000655,,,PRIDE:0000398
PXD000687,MS:1000932,,,MOD:00425|MOD:01153|MOD:01499
PXD000695,MS:1001911,PRIDE:0000425,,MOD:00397
PXD000704,MS:1000932,PRIDE:0000312,,MOD:01160
PXD000696,MS:1000449,PRIDE:0000207|PRIDE:0000205,,MOD:00425|MOD:00696|MOD:00429|MOD:00927|MOD:00397
PXD000698,MS:1001911,,,PRIDE:0000398
PXD002001,MS:1000449,PRIDE:0000315,,MOD:00425|MOD:00419|MOD:00394|MOD:00400
PXD002724,MS:1001742,,,MOD:00425|MOD:00397
PXD000691,MS:1000449,PRIDE:0000315,,MOD:00425|MOD:00397
PXD000700,MS:1001742,,,MOD:00425|MOD:01160|MOD:00397|MOD:00400
PXD000706,MS:1001742,,,MOD:00394|MOD:00400|MOD:00425|MOD:01214
PXD000182,MS:1001742,,,MOD:00425|MOD:00696|MOD:00394|MOD:00397
PXD000269,MS:1001911,,,MOD:00425|MOD:00394|MOD:00397
PXD000360,MS:1001910,,,MOD:01683|MOD:00084
PXD000361,MS:1001910|MS:1001742|MS:1001911,,,MOD:01683|MOD:00084
PXD000379,MS:1000698|MS:1001910,,,MOD:00425|MOD:00394|MOD:01889|MOD:00460|MOD:00397
PXD000386,MS:1000449,,,MOD:00425|MOD:01160|MOD:00394|MOD:00397
PXD000409,MS:1001911,,,MOD:00425|MOD:00394|MOD:00397
PXD000391,MS:1000449,,,UNIMOD:35
PXD000392,MS:1000449,,,UNIMOD:35
PXD000393,MS:1000447|MS:1001742,,,UNIMOD:35
PXD000396,MS:1001911,,,PRIDE:0000398
PXD000399,MS:1000449,,,MOD:00397
PXD000400,MS:1000449,,,MOD:00397
PXD000401,MS:1001742,,,MOD:00425|MOD:00397|MOD:01499
PXD000403,MS:1000449,,,MOD:00425|MOD:00397
PXD000402,MS:1000449,,,UNIMOD:
PXD000464,MS:1000449,,,MOD:00425|MOD:00696|MOD:00493|MOD:01160|MOD:00394|MOD:00397|MOD:00599|MOD:00704|MOD:00492
PXD000467,MS:1000632,,,MOD:00425|MOD:01885|MOD:00397
PXD000469,MS:1000449,,,MOD:00425|MOD:00394|MOD:00397
PXD000470,MS:1000658,,,MOD:00696
PXD000471,MS:1001742,,,MOD:00587|MOD:00942|MOD:00719|MOD:01060|MOD:01331|MOD:00582
PXD000121,MS:1000447,,,MOD:00425|MOD:00394|MOD:00397
PXD000126,MS:1001534,,,MOD:00425|MOD:00397
PXD000132,MS:1001534,,,
PXD000141,MS:1000447,,,MOD:00425|MOD:01892|MOD:00397
PXD000148,MS:1001742,,,MOD:00425|MOD:00696|MOD:00397
PXD000151,MS:1001911,,,MOD:00394|MOD:00397
PXD000154,MS:1001782,,,MOD:00425|MOD:00040|MOD:00397|MOD:00400
PXD000163,MS:1000449,,,MOD:00425|MOD:00394|MOD:00397
PXD000410,MS:1001910,,,PRIDE:0000398
PXD000411,MS:1000697,,,MOD:00394|MOD:00417|MOD:00425
PXD000414,MS:1000449,,,MOD:00425|MOD:00696|MOD:00587|MOD:00942|MOD:01331|MOD:00582|MOD:00397
PXD000416,MS:1000447,,,MOD:00425|MOD:00400
PXD000418,MS:1000658|MS:1000677|MS:1001742,,,MOD:00425|MOD:01526|MOD:00397
PXD000022,MS:1000449,,,MOD:00256|MOD:00394|MOD:00719|MOD:00460|MOD:00400
PXD000405,MS:1001742,,,MOD:00425|MOD:00696|MOD:00397
